label,text
0,大堡 快来
0,麻烦 好看 出示 票根 高见 无效
0,回复 图片
0,江洋 好帅 生日
0,尼玛 跟风 行不行 烦请 看过 电影 评价 戴着 有色眼镜 看人 脱掉 偏见 游戏
0,羡慕 博主 在家 洗地 挣钱
0,上海堡垒 真的 要来
0,哪沥川 这部 电影
0,高以翔 好帅
0,特效 黑子
0,高以翔 太帅 教官
0,看过 电影 观众 特效 真的 不错 看过 对不起 特效
0,上海堡垒
0,评分 意义 明白 买票 评论 默许 看过 妄加评论 真实性
0,想要 第六 张不带 滤镜 原图
0,期待 鹿哥 期待 江洋
0,回复 图片
0,反正 好看 二刷 加油
0,回复 图片
0,不见不散
0,放下 成见 电影院 一看
0,回复 图片
0,特效 演员 成见 电影
0,电影院
0,特效 配乐 片尾 彩蛋 黑而
0,回复 图片
0,期待
0,良心
0,加油 打氣
0,军人 帽子 好好
0,加油 加油
0,期待 上海 堡壘 大賣 戲院 江洋 生日 快樂
0,真的 深深 感受 黑子 偏见 力量
0,发量 王者
0,期待 鹿晗
0,演技 在线 黑子 没教 做人 善良 妈教 孤儿 父母 孩子 一家人 不进 一家
0,回复 图片
0,喜欢 吴世勋 鹿晗 爱屋及乌 电影 真的 一言难尽
0,要命 头发
0,垃圾
0,好看
0,期待 上海堡垒
0,原著 电影 毁成 样子
0,哥哥 发量 回评
0,不错
0,鹿晗 哥哥 电影 能破
0,回复 图片
0,回复 图片
0,菜鸟 电影 口型 对不上 发型 感情 苍白 演技 很渣 特效 故事 垃圾 电影
0,头发 真的
0,支持 国产 科幻电影 影院
0,有钱
0,回复 图片
0,鹿晗
0,拒绝 垃圾 电影 鹿晗 姑娘 恶意 垃圾 生存 用心 电影 公平 劣币 驱逐 良币 你别 辣鸡 永远 干净
0,窒息 诱惑
0,上海堡垒 期待 鹿哥
0,演技 不说 角色 塑造 奉献 最起码 诚意 全程 韩式 刘海 帽子 老高 显示 迷人 刘海
0,鹿晗 特别
0,期待
0,真的 不错
0,我滴
0,上海堡垒
0,期待 鹿晗 期待 上海堡垒
0,鹿晗 关晓彤 画面 难以想象 两姐妹
0,鹿哥 头发 真的
0,暑假 电影
0,上海堡垒
0,努力 想逆天 改命 样子 真的 感动
0,头发 明明
0,两天 攻读 上海堡垒
0,上海堡垒 加油
0,头发 真的
0,期待 上海堡垒
0,发量 惊人
0,期待 上海堡垒
0,撩人 鹿晗 哥哥
0,没见 电影 几个 黑子 影响 整体 平分 吴京 战狼 流浪 地球 当初 一大堆 黑子 一星 评分 照样
0,复读机 上海堡垒
0,关键 头发
0,记住 电影院 支持 上海堡垒
0,稿子
0,漂亮
0,堡垒
0,豆瓣 支持 一星
0,头发
0,越来越近
0,特效 演员 支持 上海堡垒
0,实名 羡慕 发量
0,少年 满满的 江洋 弟弟 电影院 听说 重复 几遍 记住 电影院 全球 上映 上海堡垒
0,打一星 黑子 鹿晗 偏见 电影 不好
0,转发
0,真的 江洋 感觉
0,单微 博上 鹿晗 多万 粉丝 一半 粉丝 冲到 票房 电影 三四十 块钱 舍不得 粉丝 加油 票房 说话
0,回复 图片
0,电影 支持 支持 国产 科幻
0,回复 图片
0,期待
0,拉倒 作假 早就 有刷票
0,帅到
0,上海堡垒
0,台词 表演 提升 演技 拍片 积累 经验 更何况 电影 科幻片 中国 电影 严苛 科幻片 上课
0,回复 图片
0,回复 图片
0,感觉
0,转发
0,卧槽 江洋 哥哥 太帅
0,快点 预示 放假 电影
0,入伍 第一天 老兵 军人 帽子 压低 女人 傻兵
0,撩发 帅呆了
0,期待 上海堡垒
0,姐妹 说实话 真的 很烂 特效 剧情 能看懂 費解
0,转发
0,越来越 期待
0,剧组 项目 播出 六年 时间 演员 一千多 工作人员 两千多 花费 巨资 经历 磨难 付出 努力 看过 恶意 评论 资格 演员 辛苦 通宵 睁眼 滚打 受伤 危险 一部 作品 一部 电影 肯定 尊重
0,发量 太多
0,期待 江洋
0,整体 很酷
0,转发 微博
0,特意 电影院 网上 鹿晗 舒淇 戏份
0,回复 图片
0,犀利 眼神
0,也许 电影 地方 好好 提出 悉心 接受 一分 鹿哥 粉丝 盲目 赞扬 地方 偏见 一分 发表意见 建议 批评 听取 恶意 评价
0,转发
0,回复 图片
0,为啥 说烂 偏见 喜欢 鹿晗 舒淇 喜欢 电影 确实 好看 哪来 偏见
0,回复 图片
0,期待
0,看过 电影 有多烂 不想 骗钱
0,鹿少 撩发 芦苇 疯狂
0,上海堡垒
0,恰饭
0,头毛 真的 好多
0,回复 图片
0,是因为 鹿晗 偏见 有色眼镜 电影 鹿晗 表现 不好 舒淇 不好 鹿晗 身上
0,转发
0,电影 确实 不错 估计
0,上海堡垒
0,鹿晗 演技 真的 看着 特效 完美 剧情 感动 支持 看过 没钱买 电影票
0,来来来
0,期待 上海堡垒
0,凭良心讲 真的 黑粉 几十块 浪费 打一星 差评 只能 观众 影评 烂片 尊重 观众 嘲笑 打击
0,发好 帅气
0,影院 江洋 不见不散
0,谁他妈 当兵 刘海
0,第六个
0,真的 烂片 一大 糊涂
0,转发
0,上海堡垒
0,讲道理 真路 人会点 好评 看一看 粉丝 粉丝 脑残 粉丝 收钱 真路 人会 在意 好评 路人 吃饱
0,老鹿 发量 羡慕
0,妈耶
0,特效 真的 不错 科幻电影 特效 演员 否认 电影
0,期待
0,好看 特效 震撼 看过 科幻电影 真的 很棒
0,发量
0,电影院
0,电影 真的 不错 特效 震撼 演员 演技 感触
0,哥哥 发量
0,期待 上海堡垒
0,哪有 感情 看过 小说
0,发量 羡慕
0,太帅 影院 大堡 贝看 江洋
0,流浪 地球
0,期待 电影
0,终于 有大 这部 电影 发声
0,头发
0,影院
0,公认 烂片 退回去 名声 搞坏
0,上海堡垒 期待
0,感觉 某坤 分数 会高
0,鹿哥 头发 令人羡慕
0,上海堡垒
0,鹿晗 几亿 粉丝 高分
0,索命
0,致命
0,江洋
0,一千个 心中 一千个 哈姆雷特 好看 好看 电影 不错 回复 收钱 眼瞎 真的
0,鹿晗 好帅
0,影院
0,看过 电影
0,撩妹
0,期待
0,剧情 演员
0,发量
0,同学 说真的 好看 看困 混国娱
0,好看
0,感觉 期待
0,抵制 鹿晗 人人有责
0,发量 王子 拥有
0,期待
0,好看 特效 情感 不错
0,小江 好帅
0,发型 真的 出戏
0,鹿哥 发量 真的
0,洋哥 生日快乐
0,看得 睡着 剧情 无聊
0,鹿哥
0,妈呀 太帅
0,恋爱 真不红
0,加油 加油
0,期待 上海堡垒
0,有钱 这条
0,发量
0,期待 上海堡垒 全球 上映
0,电影 称之为 中国 科幻 科幻电影 道路 东西
0,江洋 上海堡垒
0,喜欢 鹿晗 男人 太娘
0,影院 江洋 哥哥
0,有钱 群号
0,期待 上海堡垒
0,感觉 鹿晗演 自动 屏蔽
0,回复 图片
0,别吵 整部 电影 全部都是 鹿晗 造型师 编剧 导演 全部都是 鹿晗 放过
0,鹿晗
0,宝贝
0,发群 有钱
0,抵挡 发鹿
0,电影院
0,鹿晗 加油
0,妈呀 心动
0,期待
0,上海堡垒
0,超级 期待
0,拒绝 偏见
0,上海堡垒 不见不散
0,有钱
0,上海堡垒
0,反正
0,期待 上海堡垒
0,卧槽
0,堡垒 加油 鹿晗 加油 加油 加油
0,图五想 哈哈哈哈 哈哈哈
0,回复 图片
0,看过 半个 小时 走人 无脑 纯路 不带 偏见
0,太有 感觉
0,好看 好看 路人会 投票 平台 评分 沦陷 票房 没过
0,中立 角度 确实 很大 立意 自洽 显示 中国 科幻 特有 浪漫情怀 全片 时刻 展现 导演 故事 演员 角色 理解 危急存亡 之际 闪耀 大无畏 勇气 可歌可泣 爱情 泪目 全片 水平 之高 好菜 大西洋 不相上下
0,妈图 太帅 图二好 科技
0,剧情 剧本 真的 不好
0,未来 中国 上海 大炮 上个世纪 美国 密集 防空
0,头发 好似
0,开炮 真的 不忍 吐槽 外星 母舰 轰掉
0,深究 细节 不错
0,上海堡垒 影院
0,支付宝
0,鹿晗 发是 致命
0,电影院 影院 路上
0,理智 谢谢
0,头发 动作 好帅
0,影院 不见不散
0,帽沿 拉低
0,回复 图片
0,感觉 电影 没人 票房 座位
0,太杀
0,影院 上海堡垒
0,转发 微博
0,回复 图片
0,不见不散
0,特效 场面 震撼 暗恋 情感 演绎 很能 触动 真的
0,流浪 地球 流浪 地球 一点 毛病 这部 电影 满分 主演 这部 电影 演技 戏剧学院 毕业 青年 演员 古板
0,卧槽 不见不散
0,扎个 好怕 突噜
0,海报
0,放下 偏见 真的
0,缺钱 直说
0,打一星 黑子 打半星
0,回复 图片
0,我鹿 好帅
0,反正 二刷 拖家带口
0,舞团 流泪
0,妈呀
0,恰烂 饭钱
0,上海堡垒
0,舍友 昨晚 电影院 睡着
0,妈呀 好帅
0,演员
0,激动人心 时刻
0,看过 电影 演员 纯路 上映 打算 情况 不太想
0,上海堡垒 期待 江洋 哥哥 生日 生日快乐 江洋 正式 喜欢
0,硬汉 鹿晗 头可断 可流 发型
0,回复 图片
0,票房 真的假 浙江 临海 昨天 水淹 电影院 满场 赶过去
0,妈呀 江洋 好酷
0,电影 真的
0,上海堡垒
0,退票
0,这位 绑架 原著 特别强调 科幻 作品 主线 爱情 电影 宣传 中国 科幻
0,好帅 鹿晗
0,博主 上海堡垒 洗白 微博 刷起来
0,电影 头发
0,眼神
0,一条 进群 赚钱
0,要死 乖乖
0,无脑 营销 一群 脑残粉 节奏 求求 粉丝 好不好 六千 票房 光说不做
0,带感
0,网上 一篇 软文
0,八月 九号 电影院
0,特效 赶上 三流 游戏 公司 哪吒 不出意外 票房 第三 票房 三部 电影 战狼 流浪 地球 哪吒 电影 大牌 流量 好好 钻研 剧本 好好 研发 特效 哪吒 午夜 清醒 堡垒 下午 睡着
0,这部 电影 期待
0,电影 勇气 可评 竟敢 哪吒 烈火 英雄 上映 只能 二分
0,好帅
0,低分 黑子 好奇 这年头 黑子 电影票 粉丝 家里 资源
0,真的 迫不及待 等待 着急
0,期待 期待
0,科幻
0,电影院
0,几个
0,有钱
0,国产 科幻片
0,卧槽 好帅
0,快来
0,世界末日 末日 紧张感 核心 谈情说爱
0,明明 感情 细腻
0,真的 别黑
0,距离 堡垒 上映
0,放下 鹿晗 偏见 好好看 电影吧
0,不见不散
0,人身攻击
0,冲冲 上海堡垒
0,支持 江洋
0,剧情 无聊 演员 特效 剧情
0,放下 偏见 电影 眼镜 有色眼镜
0,黑粉 鹿晗 偏见 太大 无奈
0,回复 图片
0,剧情 感觉 打打 交代 莫名其妙 感情
0,期待 江洋 期待 江洋
0,台风
0,烂片 圈钱 参演 帮凶 成见
0,妈呀 期待
0,看过 这部 电影 网上 电影 好看 剧情 代入 电影票房 不好 演员 努力 付出 劳动成果 值得 尊重
0,流浪 地球 这部 只能 期望 越大 失望 越大
0,江洋
0,中国 军人 男人 女人 板寸 短发 韩式 风格 头发 细节 剧情
0,海报 带感
0,特效 举个 例子 仙藤 发展 上海 感觉 上海 没差 军队 攻击 外星人 真枪实弹 攻击 大楼 灰尘 拖影 特效 实物 纹丝不动 倒塌 江洋 手机 防水 防尘 三防 手机 特效
0,超级 期待
0,大部分 批评 剧情
0,回复 图片
0,一个亿 片酬
0,不说 军人 帽子 军人 有个 军人 样子
0,回复 图片
0,双女主 阵容 给力
0,期待
0,科幻 别逗 科幻
0,鹿晗 换个 发型 刘海儿 更好 舒淇 姐是 真的
0,不见不散
0,昨天 朋友 网上 买票 发现 排片 可怜 上映 第三天 两场 一场 中午 点多 一场 晚上 压根 不想
0,小江 生日快乐
0,科幻 特效 演员 无关 只求 随随便便 打一星 长点 脑子
0,票房 大卖 給你 小心
0,黑子 拦着 电影院
0,江洋
0,江洋 哥哥
0,回复
0,太绝
0,电影院
0,期待 七月 一半 八月 还会
0,江洋
0,收钱 营销 看过 烂片 烂片 亮点
0,刚醒
0,支持 鹿晗 电影 回家
0,麻烦 上海堡垒 绑架 中国 科幻
0,说实话 粉丝 功夫 控评 花点 一刷 电影 贡献 票房 出钱 希望 路人来 冤枉钱
0,太酷
0,剧情 衔接 生硬 电影院 尴尬
0,回复 图片
0,鹿晗 六千万 粉丝 一半 真人 一人 十亿
0,江洋 麻麻
0,真的 不错
0,感觉 特效 尴尬 地方 支持 国产电影
0,片子 确实 不错
0,票房
0,激动
0,这么久 评价 四十块
0,江洋 心动
0,室友 看后 评价
0,期待
0,鹿晗 六千万 粉丝 一半 电影院 支持 一张 九亿 票房 可惜 刚刚
0,电影院
0,热评 上海堡垒 好看 微博 搜鹿晗 全是 鹿晗 粉丝 几千万 票房 一大半 粉丝 承认 好看
0,上海堡垒
0,本来 周日 身边 二个 看过 反馈 强烈推荐 浪费 申明 身边 追星 人士 年纪 一把 电影 爱好者
0,鹿鹿
0,烂片 粉丝
0,影院
0,电影 没破 眼光
0,电影 真心 不烂 上海堡垒
0,赶紧 看个 瞧瞧
0,发生 上海 大战 一触即发 好奇 期待
0,昧着良心 说话 真的 难看
0,好看 越来越 期待
0,烂片 一部
0,电影院 花钱 花钱 难看 不让 本来 难看 黑不黑 好看
0,期待
0,军人 鹿能 改观 演绎 军人 形象 依然 惊喜 意外
0,好看 我票
0,江洋
0,红红火火 恍恍惚惚
0,上海堡垒
0,加油 营销
0,期待 上海堡垒 期待 江洋 鹿晗
0,垃圾
0,迫不及待 想见
0,我滴 江洋
0,特效 不错 眼睛 十足 烂片
0,想到 鹿晗 男主 扎心
0,特效 不错
0,电影院 真的 特效 感情 完美 电影
0,期待 江洋 期待 上海堡垒
0,洗白
0,上海堡垒
0,不看 流浪 地球 心理 落差
0,好帅 好帅
0,票房 电影 无关 大部分 鹿晗演
0,期待 期待 期待 期待 期待
0,特效 确实 无用 感情 删掉 谢谢
0,终于
0,加油 加油 加油 鹿晗 鹿晗
0,网上
0,希望 票房 中国 导演 擦亮眼睛 看清楚 观众 喜欢 流量 实力派 多一点
0,确实
0,期待 上海堡垒
0,昨天 我妈 鹿哥 演技 不好 打游戏 通宵 好好 研究 剧本 同事 亲眼看见 证据 证明 听过 成语 口说无凭 追鹿哥 不用 指手画脚
0,期待
0,水友 鹿晗 票房毒药 烂片
0,回复 图片
0,鹿晗 上海堡垒 鹿晗 关晓彤 甜蜜 暴击 客观 思想 评价 上海堡垒 谢谢
0,期待 真想 时间 过得 快点
0,发群 有钱
0,谢谢
0,特效 感情 恰当 真的 麻烦 黑子
0,期待 期待
0,感受 这群 辣鸡 影院 墙头草 上海堡垒 拍片
0,很烂
0,科幻 一部 烂剧
0,鹿晗 好好 做个 歌手 跳跳舞 参加 综艺 就够 演员 真的 全是 烂片 票房 评分 作品 真的 尴尬 事实
0,鹿晗
0,算是 买单
0,支持 支持
0,个人感觉 鲜肉 鲜肉 综艺 少女
0,期待 鹿晗
0,多人 好看 票房 电影 不看 好评 几毛 一条
0,鹿晗
0,支持 国产 科幻电影 支持 上海堡垒 支持 鹿晗
0,超级 期待
0,想起 三生 三世 十里 桃花 杨洋 刘亦菲 版本 网上 特效 感慨 特么 真的 特效 一点 上天
0,完美 侧脸
0,微博 洗地
0,回复 图片
0,支持 中国 科幻 真的 改回去
0,期待
0,票房 真实 当初 流浪 地球 口口相传 口碑 票房 大赢
0,鹿晗
0,发型 军人 尊敬
0,上海堡垒
0,鹿晗 感觉 不太 适合 科幻
0,终于
0,上海堡垒 这部 电影 我弟 书粉 这部 电影 实在 太烂 剧情 不行 演员 演技 不行 特效 几个 镜头 推荐 一部 烂片
0,我服 真想 鹿晗 拍出 中国 军人 气概 脑袋 锅盖
0,真的 万分 期待
0,看过 电影 鹿晗 电影 很大 剧情 一塌糊涂 强行 硬核 导致 感情 突兀 晦涩 烂片 只能 这锅 不该 鹿晗
0,电影院 不见不散
0,鹿晗 意见 点逼数
0,转发 微博
0,有过 军旅 经历 片有 尴尬
0,特效 演员 演员 粉丝 粉丝 一亿 票房 不到 告诉 环节 出错
0,期待 期待
0,票房 起色
0,期待 鹿晗 期待 上海堡垒
0,特效 还行 场面 真的 成见 偏见
0,回复 图片
0,前有 流浪 地球 流浪 地球 提高 科幻片 及格线 抵制 鲜肉 经济 鲜肉 经济 慢慢 不通 肯定 电影
0,一战 一触即发
0,上海堡垒 影院
0,壶口瀑布 海报
0,期待
0,流浪 地球 真的 没法
0,我要
0,上海堡垒 票房 大卖 鹿晗 加油
0,特效 真的 感情 不错 剧情 不错 上海堡垒 完美 地方 烂片 中国 科幻片
0,鹿晗演 军人 发型 抵制
0,刚看
0,石凉
0,喜欢 鹿晗 讨厌 舒淇 这部 电影 确实
0,票房 造假 怎么回事
0,期待
0,粉丝 懒得 垃圾 路人 多万 粉丝 一个亿 票房 哈哈哈 讲真 不去 电影院 想象 有多烂 看一遍 哪吒 不香
0,越来越 期待 上映
0,真的 别洗 群众 眼睛 雪亮 真的 不配 称为 科幻电影
0,电影院
0,鹿晗 加油 残粉
0,心动 上海堡垒
0,黑子 上海堡垒 好片 演员 演技 出色 配音 地方 特别 夸赞 特效 震撼
0,回复 图片
0,好看 二刷 三刷 五刷 上映 三天 一亿
0,演员 不行 一点点
0,电影 有人
0,期待 期待
0,造假 周五 晚上 没见 上座率 老弱妇孺 电影 主力军 怀疑 刷票
0,期待 期待
0,电影院 这部 电影
0,电影 中国 科幻片 国人 支持 不去 支持 我国 科幻片 往前走 好莱坞 大片
0,科幻电影 上海堡垒 男主鹿晗
0,我超 爱看 科幻电影 鹿晗 主演 却步 确实 合适 战争 激烈 紧张 汗流浃背 充满 硬汉 担当 电影 选角 别扭 科幻片 要不得 别扭
0,终于 上映 期待
0,这钱脏 咱不恰
0,迫不及待 堡垒
0,本事
0,期待 上海堡垒
0,恰烂
0,江哥 好帅
0,不要脸 明明 烂片
0,票房 大卖
0,上映 时间 确实 扫毒 哪吒 烈火 上海堡垒 确实 鹿晗 流量 太大 偏见 确实
0,流浪 地球 里程碑 上海堡垒 墓碑
0,加油 鹿晗 不刷 不算 真爱粉
0,江洋 哥哥 好帅
0,有钱
0,黑子 鹿晗 低调
0,江洋 好帅
0,中国 科幻电影 上海堡垒
0,侮辱 中国 科幻电影
0,期待 江洋
0,期待 电影院
0,上海堡垒 杀死 中国 科幻
0,是因为 鹿晗
0,上海堡垒
0,良心
0,上海堡垒 票房 大卖
0,黑子 网评 大神
0,期待
0,上海堡垒 打着 爱情片 口号 点路 人缘
0,回复 图片
0,五十块 电影院 响应 号召
0,热度
0,上海堡垒
0,结局 观众 傻子 开炮 天地 毁灭 我晗哥 活着 仿佛 逗我
0,高以翔 不见不散
0,电影 好看 鹿晗 演技 看法 演员 放下 偏见
0,期待 上海堡垒
0,关注 地方 特效
0,八月 九号 电影院 支持 江洋 哥哥
0,上海堡垒 加油
0,回复 图片
0,豆瓣 淘票票 猫眼 有史以来 低分
0,期待 上映
0,电影 好不好 鹿晗 努力 提升 演技 有色眼镜 买票 电影院 粉丝 国产 科幻电影 一丝 希望 结论 烂片 无脑 如果说 太多人 恶意 差评 粉丝 恶意 五星 好评 真的 很烂
0,期待
0,博主 喜欢 鹿晗
0,我滴个 太帅
0,豆瓣 评分 好看 好看 电影 哪有 多人
0,刚过 中国 军人 刘海
0,上海堡垒
0,黑子 理智 一点 粉丝 冷静 一点
0,海报 真的 眼神
0,一部 烂片 评论 电影 作品 好不好 评价 标准 标准 标准 电影票房 东西 个体 累积 实力
0,鹿哥 样子 好帅
0,加油 上海堡垒
0,好看 震撼
0,快来
0,期待 好评 分越
0,上海堡垒
0,回复 图片
0,支付宝
0,超级 期待
0,几个 全力支持 整体 不错 评论 点进 主页 不出所料 粉丝
0,电影院
0,适合 青春片 爱情片 科幻片 等于 战场 片子 老干部 成熟 稳重
0,好看 几遍 粉丝 经济 买单
0,我会 喜欢 男配角 高以翔 男性 荷尔蒙
0,预告 不想 第一 预告 震撼 特效 画面 鹿晗 适合 英雄 鹿晗 舒淇 爱情 感觉 纳闷 上海堡垒 看过 一点 原著 喜欢 类型 听说 有名 一点 喜欢 看过 数千 电影 经验 预告 感觉 好看
0,好好看
0,中国 鲜肉 低分 票房 票房 黑子 演员 演技 电影 质量 电影票房 质量 口碑 宣传 鲜肉 电影 没人 想想 黑子 电影 本事
0,电影院 上海堡垒 不见不散
0,粉丝 剧情 看不过去
0,不知 难看
0,回复
0,回复 图片
0,转发 微博
0,越作 撕路 人坏 好感
0,不见不散
0,再见
0,看过 垃圾 退票
0,真的 希望 好不好 看过 这部 电影 完美 一分
0,期待 鹿晗
0,真的 好看
0,回复 图片
0,打着 中国 科幻 牌子 流浪 地球 中国 科幻 为啥 多人 买账 上海堡垒 为啥 不行 质量 不过关 市场 不买账 简单
0,想想 鹿晗 黑粉 电影 批判 反思
0,回复 图片
0,娘娘 帽子 戴好
0,放屁
0,回复 图片
0,回复 图片
0,搞笑 鹿晗 粉去 电影院 中途 走掉 好几 波人 特别 无聊 纯属 电影 好看
0,江洋 要来
0,营销
0,江洋 哥哥
0,中国 科幻电影 烂片 拉下水
0,回复 图片
0,昨天晚上 影厅 不到
0,期待 上海堡垒
0,放下 成见 这部 剧蛮
0,无聊 无聊 难看 难看 指鹿为马 爱情片 生硬 科幻 没事 硬尬 感情
0,回复 图片
0,有钱
0,鹿晗 不想 买票
0,豆瓣 评分
0,期待 鹿晗 哥哥
0,导演 擅长 爱情故事 可到 这部 片子 估计 本来 末日 背景 爱情故事 科幻 热度 搞了个 四不像 样样 搞好 剧情 奥特曼 半天 相继 舍命 牺牲 一炮 搞定 全片 剧情 外星人 回去 外星人 回去 外星人 外星人 打爆 和平
0,期待 上海堡垒 期待 鹿晗
0,回复 图片
0,票房 比刷 明星 流量 成本 很多很多
0,江洋 太帅
0,口型 台词 偏差 解释 细节 不好
0,回复 图片
0,电影 好看 多去 记得 二刷 三刷
0,上海 堡壘 票房 大賣
0,鹿晗 剧本 真的 流量 顶罪 要加 一句 纯路
0,营销 昧着良心 说话
0,真帅
0,看好 科幻 看好 鹿晗
0,期待 上海堡垒 期待 哥哥
0,票房 没上去 票房 票房
0,酷酷
0,再坏 明星 作品 有人 会顶
0,真的
0,感觉 烂片
0,烂片 真的 多人
0,海报 瞬间 清醒
0,不见不散
0,有钱
0,票房
0,江洋
0,上海堡垒 一战 期待
0,粉丝 着急 商业片 市场 做出 选择 电影 脱颖而出 烂片 机会 浑水摸鱼
0,上海堡垒 投资方
0,流浪 地球 中国 科幻电影 带进 时代 上海堡垒 回来
0,紧张 紧张
0,电影院
0,回复 图片
0,有没有 回答 一部 爱情片 科幻片 去不去 这部 电影 谢谢
0,六年 打磨 精心制作 上海堡垒 全球 上映
0,请问 退票
0,坐等 小江 童鞋
0,剧情 很尬 剧情 开炮 暴走 漫画 洗白
0,不见不散
0,特效 很假 感情 无厘头 复制 三号 检票 员工 公众 看得出 编剧 爱情 弥补 科幻 孱弱 塞进 生死恋 暗恋 多种 一部 电影 恋爱 类型 编剧 办法 驾驭 乱七八糟 恋爱 起承转合 意识 一段 爱情 没头没尾
0,上海堡垒 电影
0,军人 软软弱弱
0,这图 影院 支持
0,朋友 睡着
0,八月 九号 没到
0,评价 权在 观众 手里 娱乐 媒体 粉丝 手里
0,唱歌跳舞 张国荣
0,中国 科幻
0,鹿晗
0,讨厌 有人 说评 低分 黑子 当天 我评 低分
0,暑期 这部
0,鹿晗 顶流 票房 号召力 粉丝 支持 实红
0,鹿哥 加油 真的 不错
0,期待
0,真的
0,印象 流量 粉丝 投资 片酬 公布 电影 亏本 投资人 流量 行不通
0,我要
0,台风 电影吧
0,舒淇 状态 十八 没差
0,玩意
0,期待 鹿晗
0,昨天 全网 全网 营销
0,期待 上海堡垒
0,看鹿晗 帽子 压坏 发型
0,快点
0,怀疑 电影
0,全新 阵容 一触即发
0,帽子 别发 这图 军人 演员
0,期待 上海堡垒 期待 江洋
0,军人 头发 抹黑 军人
0,陆先生 一头 帽子 压不住 刘海 电影 兴趣 没见 军人 长发
0,心动 鹿鹿
0,明白 观众 反感 电影 无脑 粉丝
0,电影院
0,烂片
0,体型 发型 神态 鹿晗 哪点 军人 电影院 出钱 不请
0,鹿哥 太帅 上海堡垒 影院
0,上海堡垒 片子 真的 演员 演技 出色 配音 地方 特别 夸赞 特效 震撼 推荐 冤枉钱 人花
0,太酷 鹿晗
0,海报
0,鹿晗 粉丝
0,挺困 一部 电影
0,有种 要凉 感觉
0,不错
0,偏见 一座 大山 喜欢 哪吒 真的 明白 道理 上海堡垒 影片 垮点
0,特效 不错 科幻片 几大 大牌 参演 一再 压缩 预算 成本 亿间 票房 赚钱 可惜 亿都 血本无归
0,上海堡垒 片子 真的 演员 演技 出色 配音 地方 特别 夸赞 特效 震撼 推荐 冤枉钱 人花
0,放下 成见 这部 电影 剧情 科技 演技 希望 国产 科技 大片
0,海报 越来越 期待
0,数据 骗人 鹿晗 粉丝 电影票房 亿元 一张 粉丝 支持 流量 明星 不动 电影票房 中国 电影 环境 改变 票房 电影 优秀 制作 打磨 优秀 剧本 角色 票房 保证 老百姓 早过 买票 电影院 一眼 心爱 明星 年代
0,上海堡垒
0,不配 中国 科幻
0,舒淇 腮红 太重
0,睁眼 瞎话 良心
0,回复 图片
0,预告片 上海 大炮 名字 体现 制作 团队 敷衍
0,真的 好看
0,估计 烂片
0,刘海 票房 卖点
0,转发 微博
0,洗地 真多
0,上海堡垒 电影院
0,用心 体会 发现 特效 真的 很大 鹿哥 演技 饱受 争议 真的 令人 震撼 眼神 滋味
0,期待
0,鹿晗 加油
0,加油 加油 加油
0,这条 微博 被控 评了 可惜 现实 残忍
0,热评
0,八月 九号 上海堡垒 不见不散
0,人会 一部 烂片 客观 评价
0,期待 中国 科幻 大片 上海堡垒 加油 加油 加油 加油 加油 加油 加油
0,刘海 劝退
0,电影院
0,哇偶 海报 太有 感觉
0,有钱 有群
0,不见不散
0,买票
0,支持 我鹿
0,期待 大堡
0,黑子
0,流量 明星 公信力 电影 公信力 那蛮 挽回
0,回复 图片
0,商业片 票房 影片 票房 毛病 别跟我 商业片
0,没人敢 鹿晗演 电影
0,在家 天线宝宝 电影 剧本 电影
0,哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈
0,第一张 江洋 大佬
0,上海堡垒
0,有钱 进群
0,何为 科幻
0,好帅
0,流量 明星 黑子 粉丝
0,这条 微博 评论
0,上海堡垒 支持 中国 科幻
0,喜欢 制服
0,鹿晗 无关 剧情
0,转发 微博
0,鹿晗 了不起 对得起 偏见
0,评论 恶臭 男人 走开 上映 恶臭
0,电影 好看 口碑 票房 总会 鹿晗演 黄晓明 没关系 科幻片 爱情片 没关系 有没有 票房 关系
0,票房 大卖
0,预告片 震撼 舒适 气场 强大 鹿晗 不错 为啥 流量 明星 带来 流量 也许 对家 粉丝 别家 电影 开黑
0,第一天 客观 演员 没关系 剧情 支离破碎 重点 想要 感人 特效 感觉 剧情 凸显 全篇 特效 记忆 点估计 上海 大炮 票房 真的 难看
0,江洋 哥哥 太杀
0,中国 科幻 丢人 行不行
0,快点
0,黑评 肯定 多能 当初 流浪 地球 战狼 那恨 国党 密密麻麻 挡住 票房 高分 粉丝 黑子 国民 前有 几斤几两 落花流水 肯定 黑子 偏要 挑战 撒泼打滚 欺负 三个
0,抗日
0,期待 上海堡垒
0,科幻电影 演员 考验 特别 特别 实物 表演 鹿晗 不行 歌手 科幻片 不好 科幻 题材 流浪 地球 演员 用心 完美 中国 科幻电影 好头
0,江洋 哥哥 生日快乐
0,评分 对不起 票房
0,电影 票房
0,票房 大卖
0,流浪 地球 没出 干是 真的 毛病 估计 类型 电影 恨死 流浪 地球 没出 宣传 中国 硬核 科幻
0,江洋 哥哥
0,不愧 娱乐 榜姐 收钱 办事 一点 不含糊
0,不说 鹿晗 演技 背锅
0,上海堡垒 全球 上映
